MarketName,Website,street,city,County,State,zip,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
Gouverneur Farmers' Market,,Village Green Church Street,Gouverneur,St. Lawrence,New York,,Other,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,6/27/13 15:22
Harvest Home Sunday Market / Bronx Museum,,"Bronx Museum of the Arts, 165th Street,",Grand Concourse,Bronx,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 11:30AM
The Mall at Greece Ridge Farmers Market,http://www.greeceridgecenter.com,"Ridge Road West & Long Pond Rd, Sears Lot",Greece,Monroe,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Greenport Farmers' Market,http://www.GreenportFarmersMarket.com,"United Methodist Church, 624 Main Street",Greenport,Suffolk,New York,11944,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,6/14/13 15:55
Greenville Farmers,,State Route 32,Greenville,Greene,New York,12083,Local government building grounds,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,7/11/13 17:22
Farmers' Market at 70 Main,http://www.localharvest.org/farmers-market-at-70-main-M44584,70 Main Street,Greenwich,Washington,New York,12834,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/11/13 8:22
Greenwich Farmers Market,,"Former IGA lot, Rt 29",Greenwich,Washington,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Groton Farmers Market,,"Center Village Court Senior Housing, 200 South St",Groton,Tompkins,New York,14850,Other,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/1/12 7:17
Pakatakan Farmers' Market,http://www.roundbarnmarket.org,The Round Barn of Halcottsville - Route 30,Halcottsville,Delaware,New York,12438,Other,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,6/12/13 15:54
Hamburg Farmers Market,http://www.hamburg-chamber.org,"Village Parking Lot, Main & Buffalo Streets",Hamburg,Erie,New York,14075,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 22 2010 11:04AM
Hamilton Farmers Market,,"Village Green, Between E. Broad & Broad Sts",Hamilton,Madison,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Hamlin Farmer's Market,,1658 Lake Road,Hamlin,Monroe,New York,14464,Local government building grounds,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/24/13 15:00
Hammondsport Farmers Market,,Liberty St. Park,Hammondsport,Steuben,New York,,Other,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,6/24/13 12:22
Hancock Community Education Farmers Market,,"Great American Store lot, across from 11 East Main St",Hancock,Delaware,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
New Baltimore Farmers' Market,http://www.NewBaltimorefarmersmarket.org,Route 54,Hannacroix,Greene,New York,12087,Local government building grounds,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,6/10/13 16:30
Hartford Farmers Market,http://www.hartfordny.com,Route 40 & Route 149,Hartford,Washington,New York,12838,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Hartsdale Farmers Market,,,Hartsdale,Westchester,New York,10530,Other,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,5/17/12 10:08
Hastings Farmers Market,http://www.hastingsfarmersmarket.org,7 Maple Ave.,Hastings on Hudson,Westchester,New York,10706,Local government building grounds,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/27/13 15:49
hauppauge farmers market,http://www.longislandgrowermarket.com,102 motor parway,Hauppauge,Suffolk,New York,11787,Private business parking lot,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,6/24/13 14:40
Haverstraw Farmers Market,http://www.voh-ny.com/farmers.htm,40 New Main Street,Haverstraw,Rockland,New York,10927,Closed-off public street,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,5/31/12 20:57
TJ's Farmers Market,,"6069 State Route 414, Hector+D128",Hector,Schuyler,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Valois Stone Arch Farmers Market,,"Rt. 414, 1/4 mile south of Valois",Hector,Seneca,New York,14841,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/12 15:03
Herkimer Farmers' Market,http://www.herkimerfarmersmarket.com/,420 East German St,Herkimer,Herkimer,New York,13350,Other,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,6/10/13 19:38
Hicksville Farmers Market,http://www.ligreenmarket.org,Broadway and Jerusalem Avenue,Hicksville,Nassau,New York,11801,,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,5/17/12 16:25
The Highland Farmers Market,,94 North Main Street,Highland,Erie,New York,14080,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 20 2010 10:03AM
Hobart Farmers' Market,http://www.hobartfarmersmarket.com,101 Maple Avenue,Hobart,Delaware,New York,13788,Local government building grounds,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,6/1/12 11:57
Akwesasne Farmers Market,,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Hogensburg Farmers' Market,,Cook Rd,Hogansburg,St. Lawrence,New York,,Local government building grounds,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:29
Holland Farmers Market,,"Municipal town parking lot, Route 16, next to fire dept",Holland,Erie,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 20 2010 8:15AM
Trenton Farmers' Market,http://www.sites.google.com/site/trentonfarmersmarket/Home,Route 365,Holland Patent,Oneida,New York,13354,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,6/13/13 7:01
Homer Farmers Market,http://www.homerfarmersmarket.com,28 South Main Street,Homer,Cortland,New York,13077,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4/26/12 15:26
Hoosick Falls Farmers Market,,73 East Hoosick Rd.,Hoosick Falls,,New York,12090,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/22/13 14:18
Hornell Farmers Market,,Center St. Pavilion between Elm & Main,Hornell,Steuben,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Hornells farmers market,http://www.Hornellhpg.com,Broadway street,Hornell,Steuben,New York,14843,Other,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,6/1/12 23:52
Horseheads Farmers Market,,"Carroll St, between Court & Smith Sts",Horseheads,Chemung,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/19/12 17:46
Hudson Farmers Market,http://www.hudsonfarmersmarketny.com,Corner of Culumbia and Sixth Streets,Hudson,Columbia,New York,12534,Federal/State government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/17/13 21:16
Husdon Falls Farmers Market,,"Broadway Bowl, Rt 4, Across from McDonalds",Hudson Falls,Washington,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Huntington Village Farmers Market,,"Main St (Rt 25A), east of Route 110 North",Huntington Village,Suffolk,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Hyde Park Farmers Market,,"Hyde Park Drive-in, Rt 9",Hyde Park,Dutchess,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Ilion Farmers Market,,"437 otsego street ,state route 51s",ilion,Herkimer,New York,13357,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/1/12 19:37
Culinary Kids Farmers Market I,,30-15 Seagirt Blvd. and Beach 31st St.,Inwood,Queens,New York,11096,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Islip Farmers Market,,"Town Hall parking lot,Montauk Highway (Route 27A)",Islip,Suffolk,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Ithaca Farmers Market,http://www.ithacamarket.com,"Steamboat Landing, Third St. off Rt 13, Ithaca",Ithaca,Tompkins,New York,14851,Private business parking lot,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,5/8/12 16:09
Ithaca Farmers Market,http://www.ithacamarket.com,DeWitt Park,Ithaca,Tompkins,New York,14851,,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,5/8/12 16:09
Jamaica Farmers Market,http://www.downtoearthmarkets.com,160th Street off Jamaica Ave.,Jamaica,Queens,New York,11433,Closed-off public street,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/20/13 14:15
Queens Hospital Center Farmers Market,,82 164th Street,Jamaica,Queens,New York,11432,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Downtown Jamestown Farmers Market,http://www.jrconline.org,119-121 W. Third St,Jamestown,Chautauqua,New York,14701,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,6/27/13 16:10
Siler's Farm Market,http://www.localharvest.org/silers-farm-market-M57252,1911 Rt 78,Java Center,,New York,14082,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Jeffersonville Farmers Market,http://www.sullivancountyfarmersmarkets.org,97 Schoolhouse Hill Road,Jefffersonville,Sullivan,New York,12748,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,6/12/13 10:53
Johnson City Farmers Market,,"Oakdale Mall, Center Court",Johnson City,Broome,New York,,Educational institution,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
The Y Farmers Market,,740 Main Street,Johnson City,Broome,New York,13790,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Johnstown Farmers Market,,"Old Johnstown Hotel, 55 East Main St",Johnstown,Fulton,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 27 2010 6:10PM
Homestead Farm Market,http://www.johnjayhomestead.org,400 Jay Street,Katonah,Westchester,New York,10536,Federal/State government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,6/5/12 16:21
Muscoot Farmers Market,http://www.muscootfarm.org,51 Route 100,Katonah,Westchester,New York,10536,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/18/13 20:28
Kauneonga Lake Farmers Market,http://www.sullivancountyfarmersmarkets.org,3594 State Route 55,Kauneonga Lake,Sullivan,New York,12749,Other,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,6/12/13 11:00
Keene Farmers' Market,http://www.adirondackfarmersmarket.com,Rt. 73 at Marcy Airfield,Keene,Essex,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 30 2010 5:59PM
Kenmore Farmers Market,,2919 Delaware Ave at Delaware Rd.,Kenmore,Erie,New York,14217,Local government building grounds,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 11:49AM
Kinderhook Farmers Market,,village green green st.,kinderhook,Columbia,New York,12106,Closed-off public street,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,5/17/12 9:42
King Ferry Farmers Market,http://www.kingferry.blogspot.com,State Route 34B,King Ferry,Cayuga,New York,13081,Local government building grounds,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,6/27/13 21:08
Kings Park Farmers Market,http://www.ligreenmarket.org,25A and Main Street,Kings Park,Suffolk,New York,11754,Local government building grounds,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,5/17/12 16:16
Kingston Farmers' Market,http://www.kingstonfarmersmarket.org,Wall Street - Uptown Kingston,Kingston,Ulster,New York,12402,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/27/13 12:22
Farm Fresh Fridays,http://www.greengoddessfoods.com/,,Lake Placid,Essex,New York,,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,7/3/13 18:50
Lake Placid Farmers Market,http://www.lakeplacidfarmersmarket.com,17 Algonquin Drive,Lake Placid,Essex,New York,12946,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4/30/12 22:12
"Lancaster Market May-Oct Sat 8-1 Sun 9-2 Wed 4-7 Lancaster , New York",http://www.lancastervillagemarket.com,4913 Transit Road,lancaster,Erie,New York,14086,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,6/20/13 12:16
Lansing Farmers Market,http://www.laramiefarmersmarket.com,29 Auburn Rd,Lansing,Tompkins,New York,14882,Local government building grounds,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,6/4/12 14:53
Larchmont Farmers Market,http://www.downtoearthmarkets.com,MetroNorth Parking Deck #3 off Chatsworth Avenue,Larchmont,Westchester,New York,10538,Private business parking lot,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/20/13 14:22
LeRoy Farmers' Market,,Trigon Park,Le Roy,Genesee,New York,14482,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,7/17/13 16:21
Lexington Farmers Market,,3542 Route 42,Lexington,Greene,New York,12452,Local government building grounds,Y,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/20/13 13:33
Lima Presbyterian Church Farmers Market,,"7295 W. Main St., Rts 15A",Lima,Livingston,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/1/12 10:35
Little Falls Farmers & Flea Market,,"MBT Bank lot, Albany St.",Little Falls,Herkimer,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Bayberry Plaza Farmers Market,,"Bayberry Plaza, Kinney lot, 7608 Oswego Rd",Liverpool,Onondaga,New York,13090,Private business parking lot,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,5/9/11 8:27
Lockport Farmers Market,http://www.elockport.com,Pine Street and Walnut St,Lockport,Niagara,New York,14094,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Locust Valley Farmers Market,,"Forest Ave, across from Post Office",Locust Valley,Nassau,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Kennedy Plaza Farmers Market,,1 w. Chester Street,Long Beach,Nassau,New York,11561,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,5/17/12 16:10
Orchard Farmers Market,,42-24 Greenpoint Avenue,Long Island City,,New York,11104,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Farmers Market at the Crossings,,"Crossings Park of Colonie, Albany-Shaker Rd, across from Emerick Lane",Loudonville,Albany,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Lewis County General Hospitals Farmers Market,http://www.lcgh.net,7785 North State street,Lowville,Lewis,New York,13367,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,6/17/13 11:44
Lowville Farmers Market,,5473 Bostwick Street,Lowville,Lewis,New York,13367,Other,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,6/17/13 16:53
Lyons Falls Farmers' Market,,"6904 Laura Street, Riverside Park",Lyons Falls,Lewis,New York,13368,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,6/10/13 13:48
Lyons Farmers Market,,"Wayne County Court House, 26 Church St",Lyons Falls,Wayne,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Macedon Farmers Market,,32 Main St.,Macedon,Wayne,New York,14502,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,6/13/13 22:46
Sunday Putnam Market,http://www.localharvest.org/sunday-putnam-market-M58716,760 Route 6 (at Croton Falls Rd),Mahopac,,New York,10541,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Malone Farmers' Market,http://www.adirondackfarmersmarket.com,Rt. 11 Malone Airport,Malone,Franklin,New York,12953,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 30 2010 5:27PM
Crossroads Farm at Grossmann's,http://www.facebook.com/crossroadsfarmatgrossmanns,480 Hempstead Avenue,Malverne,Nassau,New York,11565,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,6/24/13 13:56
Spinney Hill Farmer's Market,,125 Community Dr.,Manhasset,,New York,11030,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Dag Hammerskjold Plaza Greenmarket,http://www.grownyc.org/greenmarket-site/manhattan/dag-hammarskjold-greenmarket,47th Street at Second Ave,Manhattan,,New York,10017,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Harvest Home Bellevue Farmer's Market,http://www.harvesthomefm.org,27th Street Between 1st Avenue & St. Carmel Place,Manhattan,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 12:12PM
Harvest Home Metropolitan Market,http://www.harvesthomefm.org,97-99th Street on Second Ave,Manhattan,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 11:32AM
Harvest Home Mt Morris Park Market,http://www.harvesthomefm.org,124th Street & 5th Avenue/ Marcus Garvey Park,Manhattan,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 12:09PM
Harvest Home Union Settlement Market,http://www.harvesthomefm.org,104th St and 3rd Ave,Manhattan,New York,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 11:33AM
La Marqueta,,1607 Park avenue,Manhattan,New York,New York,10029,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 5 2010 2:02PM
Manlius Farmers Market,http://www.manliusvillage.org,"Behind Sno-Top, off Arkie Albanese Ave",Manlius,Onondaga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Market Days at Marcellus Park,http://www.park.marcellusny.com/,2449 Platt Road,Marcellus,Onondaga,New York,13108,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Massena Farmers' Market - Triple A Parking Lot,,3 Malby Ave.,Massena,St. Lawrence,New York,,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:35
Massena Farmers' Market-Town Hall,,60 Main Street,Massena,St. Lawrence,New York,,Local government building grounds,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 15:37
Orleans County Farmers' Market,,Erie Canal Basin,Medina,Orleans,New York,14103,Closed-off public street,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,6/12/13 9:40
Farmers Market in Menands,http://www.capitaldistrictfarmersmarket.org/,381 Broadway,Menands,,New York,12204,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Mendon Farmers Market,http://www.cibi-d.com/market.php,101 Mendon Ionia Road,Mendon,Monroe,New York,14506,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,6/19/13 18:05
Chateaugay Lakes Farmers' Market,http://www.adirondackfarmersmarket.com,Rt. 374 Hollywood Inn lawn,Merrill,Clinton,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 30 2010 5:50PM
Mexico Farm Market,,"Lighthouse Village Park, Main Street",Mexico,Oswego,New York,13114,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 10 2010 8:11PM
Middleport Community Farmers Market,http://www.localharvest.org/middleport-community-farmers-market-M32381,81 Rochester Rd,Middleport,Niagara,New York,14105,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,5/4/11 16:31
Downtown Middletown Farmers Market,,Erie Way from Cottage St. to Montgomery St.,Middletown,Orange,New York,10940,Closed-off public street,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,5/7/12 10:11
Millbrook Farmers Market,http://www.millbrookfarmersmarket.com,Front St. & Franklin Ave. (Bank lot),Millbrook,Dutchess,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Millerton Farmers Market,http://www.neccmillerton.org/millerton_farmers_market.html,Main Street and Railroad Plaza,MIllerton,Dutchess,New York,12546,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,5/31/12 15:26
Heart of the Hudson Valley Farmers Market,http://www.hvfarmersmarket.com,"1801-1805 Rt. 9W, Cluett Schantz Park",Milton,Ulster,New York,12547,Private business parking lot,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/25/13 17:45
Plattekill Farmers Market,http://www.town.plattekill.ny.us,1915 Rte 44-55,Modena,Ulster,New York,12548,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mohawk Farmers Market,,41 West Main Street,Mohawk,Herkimer,New York,13407,Other,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,6/10/13 15:16
Monroe Farmers Market,,"Museum Village, 1010 Rt 17M",Monroe,Orange,New York,10950,Private business parking lot,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/18/13 7:02
Schuyler County Farm & Craft Market,,"Fireman's Carnival Grounds, Rt. 224, Montour Falls",Montour Falls,Schuyler,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Moravia Farmers Market,,130 Main Street,Moravia,Cayuga,New York,13118,Private business parking lot,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,6/26/13 8:53
Morningside Park Farmers Market,http://www.downtoearthmarkets.com,110th Street & Manhattan Avenue,Mornignside Heights,New York,New York,10027,Closed-off public street,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,N,N,N,6/20/13 14:11
